run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_cost[photometric],interaction_matrix_type[current|desired|mean],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-03-11T14:38:21,data/playroom/images/DSC05691.jpg,"[-2.349872589111328, 2.344310998916626, -1.3249989748001099, 0.11626428365707397, 0.8729490637779236, -1.4688800573349]","[-2.4407565593719482, 2.334427833557129, -1.2977590560913086, 0.10725075751543045, 0.8593798279762268, -1.324114441871643]",Success,118,"[-1.915869951248169, 2.3388702869415283, -1.2603490352630615, 0.171303853392601, 0.875210165977478, -1.4681495428085327]",453987959.962013,current,"[-0.4340026378631592, 0.005440711975097656, -0.06464993953704834]","[-0.05503956973552704, -0.0022611021995544434, -0.0007305145263671875]",0.43882514251250515,0.05452820390652171
2026-03-11T14:38:57,data/playroom/images/DSC05691.jpg,"[-2.349872589111328, 2.344310998916626, -1.3249989748001099, 0.11626428365707397, 0.8729490637779236, -1.4688800573349]","[-2.5548908710479736, 2.3754076957702637, -1.2712644338607788, 0.12788192927837372, 0.8233574032783508, -1.56956148147583]",Failed,200,"[-2.922994613647461, 2.3023664951324463, -1.4201552867889404, 0.04318031296133995, 0.8642664551734924, -1.4698857069015503]",538212538.7947321,current,"[0.5731220245361328, 0.04194450378417969, 0.09515631198883057]","[0.07308397069573402, 0.008682608604431152, 0.0010056495666503906]",0.5824799740054695,0.07283826058328037
2026-03-11T14:39:03,data/playroom/images/DSC05602.jpg,"[-2.429267644882202, -1.3590024709701538, 2.54618239402771, 1.9707077741622925, 0.6376680731773376, 2.7275197505950928]","[-2.565091371536255, -1.371080756187439, 2.3243088722229004, 1.8741788864135742, 0.6598483920097351, 2.6789863109588623]",Success,33,"[-2.4203574657440186, -1.5607775449752808, 2.1513638496398926, 1.884683609008789, 0.6464728713035583, 2.695343255996704]",268976273.4025987,current,"[-0.008910179138183594, 0.20177507400512695, 0.3948185443878174]","[0.08602416515350342, -0.008804798126220703, 0.03217649459838867]",0.443479711795888,0.07209247918318114
2026-03-11T14:39:05,data/playroom/images/DSC05668.jpg,"[-0.6203308701515198, -0.030977584421634674, -0.37247008085250854, -0.37376341223716736, -0.48634299635887146, -0.20843392610549927]","[-0.6549695134162903, -0.028501590713858604, -0.3427814543247223, -0.3560310900211334, -0.5113064646720886, -0.22318057715892792]",Success,6,"[-0.6167275905609131, -0.07461264729499817, -0.3332778215408325, -0.37361395359039307, -0.5093051791191101, -0.21643571555614471]",379862543.6008201,current,"[-0.0036032795906066895, 0.043635062873363495, -0.039192259311676025]","[-0.000149458646774292, 0.022962182760238647, 0.008001789450645447]",0.058762535051885945,0.024293369771918222
2026-03-11T14:39:07,data/playroom/images/DSC05757.jpg,"[3.1148624420166016, -0.7350034117698669, -4.3299641609191895, -0.3571987450122833, -0.05338659882545471, -0.043030112981796265]","[3.2743895053863525, -0.7084746956825256, -4.335391044616699, -0.35217520594596863, -0.049046654254198074, -0.04105544835329056]",Success,7,"[3.1522216796875, -0.7867929339408875, -4.356975555419922, -0.36262017488479614, -0.04552634432911873, -0.040139298886060715]",491141464.39525115,current,"[-0.03735923767089844, 0.05178952217102051, 0.027011394500732422]","[0.005421429872512817, -0.007860254496335983, -0.00289081409573555]",0.06933601285715454,0.009898612225812542
2026-03-11T14:39:42,data/playroom/images/DSC05617.jpg,"[3.265958309173584, -1.1782196760177612, 3.3285319805145264, 2.442413330078125, -0.5865393280982971, -2.868234395980835]","[3.104416847229004, -1.1298010349273682, 3.2302935123443604, 2.4618940353393555, -0.6002316474914551, -2.7970449924468994]",Failed,200,"[2.618191957473755, -1.619981050491333, 3.172147274017334, 2.400656223297119, -0.553533673286438, -2.8936374187469482]",406375260.2481275,current,"[0.6477663516998291, 0.4417613744735718, 0.15638470649719238]","[0.04175710678100586, -0.03300565481185913, 0.02540302276611328]",0.7995064319925757,0.06799274415258613
2026-03-11T14:39:43,data/playroom/images/DSC05759.jpg,"[0.310179203748703, -0.8616442680358887, -3.7049484252929688, -0.3203745484352112, -0.017888883128762245, -0.012233045883476734]","[0.33409297466278076, -0.9115903377532959, -3.545224905014038, -0.3252747654914856, -0.018333153799176216, -0.011631383560597897]",Success,0,"[0.33409297466278076, -0.9115903377532959, -3.545224905014038, -0.3252747654914856, -0.018333153799176216, -0.011631383560597897]",368534592.8972565,current,"[-0.02391377091407776, 0.04994606971740723, -0.15972352027893066]","[0.004900217056274414, 0.00044427067041397095, -0.0006016623228788376]",0.16905052868843998,0.004946181691847868
2026-03-11T14:39:43,data/playroom/images/DSC05750.jpg,"[0.02902339957654476, 1.334055781364441, 0.3132266402244568, 1.3486993312835693, 0.8433969020843506, 0.5973410606384277]","[0.030076902359724045, 1.4067217111587524, 0.33317509293556213, 1.3594725131988525, 0.843261182308197, 0.6102790832519531]",Success,1,"[-0.006827592384070158, 1.3720251321792603, 0.31624019145965576, 1.3550746440887451, 0.8440319299697876, 0.6133353114128113]",53259430.49253312,current,"[0.03585099196061492, -0.037969350814819336, -0.0030135512351989746]","[-0.006375312805175781, -0.0006350278854370117, -0.015994250774383545]",0.05230723388696889,0.012020770145716524
2026-03-11T14:40:17,data/playroom/images/DSC05657.jpg,"[-0.9248780608177185, -0.5179148316383362, -0.7200007438659668, 2.620180130004883, -0.01706792786717415, 3.099238634109497]","[-0.8588613271713257, -0.48369190096855164, -0.7126521468162537, 2.5340850353240967, -0.017542408779263496, 2.8294451236724854]",Failed,200,"[-2.2341666221618652, -0.8754084706306458, -1.5180727243423462, 2.4092862606048584, 0.24235129356384277, 2.922499656677246]",279286544.4436944,current,"[1.3092885613441467, 0.35749363899230957, 0.7980719804763794]","[0.21089386940002441, -0.2594192214310169, 0.17673897743225098]",1.574470426781043,0.3661545235552388
2026-03-11T14:40:22,data/playroom/images/DSC05631.jpg,"[1.450779676437378, 0.478020578622818, -1.7624249458312988, 1.0820454359054565, -1.2033189535140991, -1.4246271848678589]","[1.4194873571395874, 0.490838885307312, -1.6682032346725464, 1.063485860824585, -1.2319356203079224, -1.4814461469650269]",Success,22,"[1.1943345069885254, 0.5467424988746643, -2.3887877464294434, 0.8517342209815979, -1.161178469657898, -1.2672157287597656]",576581563.4252481,current,"[0.25644516944885254, -0.06872192025184631, 0.6263628005981445]","[0.23031121492385864, -0.04214048385620117, -0.15741145610809326]",0.6803066846870629,0.11163656620092702
2026-03-11T14:40:25,data/playroom/images/DSC05731.jpg,"[3.4218966960906982, -0.9050403237342834, 4.088110446929932, -2.8841793537139893, -0.34622013568878174, -3.071820020675659]","[3.1943936347961426, -0.9261955618858337, 3.8700766563415527, -2.981546401977539, -0.3579106032848358, -3.0649502277374268]",Success,15,"[2.8002378940582275, -0.8938136696815491, 4.38916540145874, -2.925095796585083, -0.29569241404533386, -3.027390241622925]",390671301.54081845,current,"[0.6216588020324707, -0.011226654052734375, -0.3010549545288086]","[0.04091644287109375, -0.050527721643447876, -0.044429779052734375]",0.6908109651359114,0.07108487023158701
2026-03-11T14:40:26,data/playroom/images/DSC05657.jpg,"[-0.9248780608177185, -0.5179148316383362, -0.7200007438659668, 2.620180130004883, -0.01706792786717415, 3.099238634109497]","[-0.9075343608856201, -0.5629831552505493, -0.7718620300292969, 2.5862958431243896, -0.01637880504131317, 3.1434738636016846]",Success,5,"[-0.8879984021186829, -0.5999966859817505, -0.7986857295036316, 2.5857038497924805, -0.016931802034378052, 3.1349403858184814]",203995512.26666355,current,"[-0.036879658699035645, 0.0820818543434143, 0.0786849856376648]","[0.034476280212402344, -0.0001361258327960968, -0.035701751708984375]",0.11953604896854485,0.04920644535033142
2026-03-11T14:40:37,data/playroom/images/DSC05704.jpg,"[0.23705461621284485, 2.6580810546875, -0.7339901328086853, 2.1790997982025146, -0.26144081354141235, -3.0218453407287598]","[0.23341234028339386, 2.4684295654296875, -0.690353274345398, 2.066845178604126, -0.2624197006225586, -2.891061544418335]",Success,66,"[-0.29299047589302063, 2.81408429145813, -0.6525909900665283, 2.224771022796631, -0.178144633769989, -3.1282477378845215]",226370882.78072613,current,"[0.5300450921058655, -0.15600323677062988, -0.08139914274215698]","[-0.04567122459411621, -0.08329617977142334, 0.10640239715576172]",0.5584895970271843,0.13496786440392367
2026-03-11T14:40:44,data/playroom/images/DSC05604.jpg,"[-3.1477205753326416, -1.812584638595581, 2.390840768814087, 2.72532320022583, -0.10915501415729523, 3.1193814277648926]","[-3.3574025630950928, -1.7061575651168823, 2.4428138732910156, 2.813880443572998, -0.10122541338205338, 3.001464605331421]",Success,38,"[-2.9396414756774902, -2.2937190532684326, 2.2809553146362305, 2.6851837635040283, -0.14455726742744446, 3.0896096229553223]",248559782.2532611,current,"[-0.20807909965515137, 0.48113441467285156, 0.10988545417785645]","[0.04013943672180176, 0.03540225327014923, 0.029771804809570312]",0.5355950426728758,0.0636621685607929
2026-03-11T14:40:56,data/playroom/images/DSC05595.jpg,"[-3.136659622192383, 0.8497186303138733, -0.5894355773925781, 0.8737390041351318, 1.1482502222061157, 1.6256171464920044]","[-3.031696081161499, 0.7801750302314758, -0.5387226939201355, 0.8410109281539917, 1.192421793937683, 1.675845980644226]",Success,63,"[-3.1681134700775146, 0.703447699546814, -0.6741285920143127, 0.8770590424537659, 1.1363697052001953, 1.6568633317947388]",185699985.3935719,current,"[0.031453847885131836, 0.14627093076705933, 0.08469301462173462]","[-0.003320038318634033, 0.01188051700592041, -0.031246185302734375]",0.17192276306516316,0.030655510279092916
2026-03-11T14:41:29,data/playroom/images/DSC05610.jpg,"[-0.7781591415405273, -0.47370511293411255, 2.3789472579956055, 1.712610125541687, -0.09603841602802277, -3.082653522491455]","[-0.7110787630081177, -0.503478467464447, 2.522303581237793, 1.5524245500564575, -0.08872301131486893, -3.146379232406616]",Failed,200,"[-0.6815381646156311, -0.7077143788337708, 2.7408483028411865, 1.6579900979995728, -0.12112709134817123, -3.0599381923675537]",410675061.40906227,current,"[-0.09662097692489624, 0.2340092658996582, -0.36190104484558105]","[0.05462002754211426, 0.025088675320148468, -0.022715330123901367]",0.4416653891456082,0.062125253935208
2026-03-11T14:42:03,data/playroom/images/DSC05801.jpg,"[2.2545464038848877, -0.755365252494812, -0.8659251928329468, 2.480745792388916, 0.4583202302455902, -1.6376402378082275]","[2.4492075443267822, -0.7870363593101501, -0.847903311252594, 2.5880565643310547, 0.4443303942680359, -1.6955748796463013]",Failed,200,"[1.9532755613327026, -2.1650023460388184, -1.9595777988433838, 2.6107964515686035, 0.7550348043441772, -1.6472034454345703]",376574439.353644,current,"[0.30127084255218506, 1.4096370935440063, 1.093652606010437]","[-0.1300506591796875, -0.29671457409858704, 0.009563207626342773]",1.8093968273158647,0.3261019573359417
2026-03-11T14:42:09,data/playroom/images/DSC05587.jpg,"[-5.331881999969482, 1.3451656103134155, -3.7437727451324463, 0.41066262125968933, 0.7762283086776733, 0.4577920734882355]","[-5.329960346221924, 1.2820823192596436, -3.737213134765625, 0.42663148045539856, 0.7570980191230774, 0.44973498582839966]",Success,26,"[-5.050710678100586, 2.012092113494873, -4.070642471313477, 0.46018776297569275, 0.7151451706886292, 0.4482358992099762]",513432464.04847383,current,"[-0.2811713218688965, -0.6669265031814575, 0.3268697261810303]","[-0.04952514171600342, 0.06108313798904419, 0.009556174278259277]",0.7941612498611419,0.08316678936879658
2026-03-11T14:42:43,data/playroom/images/DSC05790.jpg,"[-0.9533851146697998, -2.1521153450012207, -0.5709627270698547, 2.1016085147857666, -0.048434626311063766, 3.0836899280548096]","[-1.015740156173706, -2.0208849906921387, -0.6055890321731567, 2.28794002532959, -0.04867241159081459, 3.2018394470214844]",Failed,200,"[0.873894214630127, 2.3291215896606445, 1.9241746664047241, 2.998396158218384, -0.273364394903183, -2.8890621662139893]",741953879.1042249,current,"[-1.8272793292999268, -4.481236934661865, -2.495137393474579]","[-0.8967876434326172, 0.22492976859211922, 5.972752094268799]",5.444827345672182,1.0150519573168553
2026-03-11T14:42:52,data/playroom/images/DSC05802.jpg,"[0.9127749800682068, -0.8690072298049927, -0.2639388144016266, 2.293771505355835, 0.4941198527812958, -1.724223017692566]","[0.8732273578643799, -0.9031407237052917, -0.2794421315193176, 2.371185541152954, 0.4588671624660492, -1.5562407970428467]",Success,54,"[0.9186083078384399, -1.0300257205963135, -0.6842544078826904, 2.2512574195861816, 0.5069133043289185, -1.7444679737091064]",206585270.82098615,current,"[-0.005833327770233154, 0.1610184907913208, 0.42031559348106384]","[0.04251408576965332, -0.01279345154762268, 0.020244956016540527]",0.4501401784032709,0.03943140100080947
2026-03-11T14:42:58,data/playroom/images/DSC05799.jpg,"[2.6029958724975586, -1.3767342567443848, 0.7655293345451355, 0.3427933156490326, 0.30508312582969666, -1.56023371219635]","[2.5903003215789795, -1.4889334440231323, 0.7599897384643555, 0.32090115547180176, 0.3275212347507477, -1.4622279405593872]",Success,34,"[2.5577898025512695, -2.398449420928955, 0.66810142993927, 0.3369372487068176, 0.11473466455936432, -1.65455162525177]",611207963.2229173,current,"[0.04520606994628906, 1.0217151641845703, 0.09742790460586548]","[0.005856066942214966, 0.19034846127033234, 0.09431791305541992]",1.0273449576848965,0.2119083846580008
2026-03-11T14:43:16,data/playroom/images/DSC05686.jpg,"[1.5119001865386963, -0.726080060005188, 1.5257847309112549, 0.4988270103931427, 0.9321917295455933, 1.3475120067596436]","[1.5964559316635132, -0.6647757291793823, 1.5383895635604858, 0.4899144470691681, 0.8778520822525024, 1.4780131578445435]",Success,102,"[1.8267852067947388, -0.8087022304534912, 1.346314549446106, 0.40426531434059143, 0.9055495262145996, 1.336316704750061]",255786646.50320834,current,"[-0.3148850202560425, 0.08262217044830322, 0.17947018146514893]","[0.09456169605255127, 0.026642203330993652, 0.01119530200958252]",0.3717371989273743,0.08996312128171656
2026-03-11T14:43:47,data/playroom/images/DSC05700.jpg,"[1.936938762664795, 1.9082388877868652, -0.5619044303894043, 0.6671366691589355, 0.553315281867981, -1.3862086534500122]","[2.0223026275634766, 1.7259109020233154, -0.5266074538230896, 0.731924295425415, 0.5282332301139832, -1.4901710748672485]",Success,165,"[1.8532053232192993, 1.9155182838439941, -0.5931186676025391, 0.6633548736572266, 0.5514406561851501, -1.3861079216003418]",492099956.7522861,current,"[0.0837334394454956, -0.007279396057128906, 0.031214237213134766]","[0.0037817955017089844, 0.0018746256828308105, -0.00010073184967041016]",0.08965827955703182,0.004269205711403371
2026-03-11T14:44:22,data/playroom/images/DSC05701.jpg,"[1.9635519981384277, 1.9137310981750488, -0.7358838319778442, -0.09866758435964584, 0.648935079574585, -1.632105827331543]","[2.030565023422241, 1.8036712408065796, -0.7435097098350525, -0.09964775294065475, 0.7047404646873474, -1.6110477447509766]",Failed,200,"[1.4049017429351807, 1.1922149658203125, -0.6572704315185547, -0.21050576865673065, 0.5813196897506714, -1.6871428489685059]",772168377.8417981,current,"[0.5586502552032471, 0.7215161323547363, -0.07861340045928955]","[0.11183818429708481, 0.06761538982391357, 0.05503702163696289]",0.9158906613884449,0.11399736305571502
2026-03-11T14:44:55,data/playroom/images/DSC05698.jpg,"[1.5589505434036255, 2.0869593620300293, -0.5351084470748901, 1.4997903108596802, 0.32914817333221436, -1.4962663650512695]","[1.4956474304199219, 1.9196827411651611, -0.4953858256340027, 1.3801794052124023, 0.33475691080093384, -1.4919277429580688]",Success,190,"[1.49484384059906, 0.16041629016399384, 0.1547521948814392, 1.5491621494293213, 0.21475854516029358, -1.7319037914276123]",472378019.7318814,current,"[0.06410670280456543, 1.9265430718660355, -0.6898606419563293]","[-0.04937183856964111, 0.11438962817192078, 0.23563742637634277]",2.0473362162624613,0.27789788774761204
2026-03-11T14:45:21,data/playroom/images/DSC05716.jpg,"[-0.11005605012178421, 0.5611809492111206, 2.7498207092285156, 1.9190738201141357, -1.1382802724838257, -1.7664998769760132]","[-0.1100752055644989, 0.5094765424728394, 2.7111032009124756, 1.7306090593338013, -1.0697382688522339, -1.6128981113433838]",Success,152,"[-0.31944704055786133, 0.39120686054229736, 2.9475457668304443, 1.917189121246338, -1.0861077308654785, -1.796478509902954]",161325050.38349217,current,"[0.20939099043607712, 0.16997408866882324, -0.1977250576019287]","[0.0018846988677978516, -0.05217254161834717, 0.029978632926940918]",0.33441138751287214,0.06103586308151522
2026-03-11T14:45:22,data/playroom/images/DSC05641.jpg,"[-3.0602684020996094, 1.0138071775436401, -3.219647169113159, 0.2460869550704956, -0.1300412118434906, -1.6923766136169434]","[-3.1389026641845703, 0.9637410640716553, -3.4763479232788086, 0.23777592182159424, -0.13342662155628204, -1.674112319946289]",Success,0,"[-3.1389026641845703, 0.9637410640716553, -3.4763479232788086, 0.23777592182159424, -0.13342662155628204, -1.674112319946289]",509874530.27504313,current,"[0.07863426208496094, 0.05006611347198486, 0.2567007541656494]","[0.008311033248901367, 0.003385409712791443, -0.018264293670654297]",0.27310298438693265,0.019345253614806764
2026-03-11T14:45:35,data/playroom/images/DSC05607.jpg,"[-0.912917971611023, -2.436012029647827, 1.4616739749908447, 2.87874436378479, -0.03970516845583916, 3.139934778213501]","[-0.9574795961380005, -2.3129584789276123, 1.5233075618743896, 3.122899293899536, -0.03838653489947319, 3.060529947280884]",Success,77,"[-1.127213478088379, 2.355328321456909, 1.8123219013214111, -2.632288932800293, 0.02177458629012108, -3.1006717681884766]",509339169.84028935,current,"[0.21429550647735596, -4.791340351104736, -0.3506479263305664]","[5.511033296585083, -0.061479754745960236, 6.2406065464019775]",4.808931159047795,0.7759637827315125
2026-03-11T14:45:38,data/playroom/images/DSC05777.jpg,"[2.200329303741455, 0.3802386224269867, -2.222437858581543, -0.4276857376098633, 0.056860100477933884, -1.422395944595337]","[2.237773895263672, 0.35354748368263245, -2.156648635864258, -0.4605640769004822, 0.059307292103767395, -1.463850498199463]",Success,16,"[2.058640956878662, 0.27094897627830505, -2.1254661083221436, -0.4776652753353119, 0.048364292830228806, -1.429640293121338]",390865257.9602858,current,"[0.14168834686279297, 0.10928964614868164, -0.09697175025939941]","[0.04997953772544861, 0.008495807647705078, 0.0072443485260009766]",0.20352723341210754,0.05083803927180134
2026-03-11T14:45:47,data/playroom/images/DSC05704.jpg,"[0.23705461621284485, 2.6580810546875, -0.7339901328086853, 2.1790997982025146, -0.26144081354141235, -3.0218453407287598]","[0.25983089208602905, 2.7796075344085693, -0.6815696358680725, 2.0849499702453613, -0.2521602511405945, -2.972858428955078]",Success,44,"[0.4709521532058716, 3.000631809234619, -0.6050359010696411, 2.251572608947754, -0.2763146758079529, -2.924990653991699]",210799124.53232765,current,"[-0.23389753699302673, -0.34255075454711914, -0.1289542317390442]","[-0.07247281074523926, 0.014873862266540527, -0.09685468673706055]",0.4343711214337483,0.13630731304570262
2026-03-11T14:46:24,data/playroom/images/DSC05656.jpg,"[-0.49182790517807007, -1.1248526573181152, -0.6904117465019226, 2.765105962753296, 0.6667561531066895, 2.823991298675537]","[-0.4429141879081726, -1.130875587463379, -0.7389879822731018, 2.4975028038024902, 0.658037543296814, 3.059220552444458]",Failed,200,"[3.001634359359741, -1.7128621339797974, 1.083080530166626, 2.6137373447418213, 0.03452929109334946, -3.005841016769409]",530396849.14381707,current,"[-3.4934622645378113, 0.5880094766616821, -1.7734922766685486]","[0.1513686180114746, 0.63222686201334, 5.829832315444946]",3.961730504943085,0.8173475028990081
2026-03-11T14:46:40,data/playroom/images/DSC05648.jpg,"[-0.6659720540046692, -1.1157841682434082, -0.8433563709259033, 0.7029054164886475, 0.6528458595275879, 0.35089021921157837]","[-0.6307064890861511, -1.0437510013580322, -0.8095325827598572, 0.7470507025718689, 0.7162286639213562, 0.35729095339775085]",Success,85,"[-0.9368724226951599, -1.2332353591918945, -0.7458339333534241, 0.706189751625061, 0.7089771032333374, 0.36229389905929565]",94680836.00953753,current,"[0.2709003686904907, 0.11745119094848633, -0.09752243757247925]","[-0.0032843351364135742, -0.05613124370574951, -0.011403679847717285]",0.3109540445820567,0.05695919569318555
2026-03-11T14:47:18,data/playroom/images/DSC05703.jpg,"[0.9303611516952515, 2.7644457817077637, 0.20723555982112885, -1.3882873058319092, 0.42883923649787903, -1.5329008102416992]","[1.0078861713409424, 3.0146334171295166, 0.20211994647979736, -1.3898252248764038, 0.3999030590057373, -1.4364405870437622]",Failed,200,"[1.559988260269165, 3.0842556953430176, -0.12729206681251526, -1.2087006568908691, 0.17762041091918945, -1.5449274778366089]",1334855495.2967381,current,"[-0.6296271085739136, -0.3198099136352539, 0.3345276266336441]","[-0.17958664894104004, 0.2512188255786896, 0.012026667594909668]",0.7814201236797489,0.3108523133087884
2026-03-11T14:47:41,data/playroom/images/DSC05715.jpg,"[-0.243507981300354, 0.7014294862747192, 2.836352586746216, 1.154148817062378, 0.3907057046890259, -1.610865831375122]","[-0.22491180896759033, 0.661048173904419, 3.006542682647705, 1.2091312408447266, 0.40771982073783875, -1.759995698928833]",Success,130,"[-0.5382869243621826, 0.7431354522705078, 2.6430647373199463, 1.0821924209594727, 0.37588682770729065, -1.6205832958221436]",297594757.3776741,current,"[0.2947789430618286, -0.041705965995788574, 0.19328784942626953]","[0.07195639610290527, 0.01481887698173523, 0.009717464447021484]",0.3549566249672246,0.07048841459222491
2026-03-11T14:47:47,data/playroom/images/DSC05641.jpg,"[-3.0602684020996094, 1.0138071775436401, -3.219647169113159, 0.2460869550704956, -0.1300412118434906, -1.6923766136169434]","[-3.253375768661499, 1.0730403661727905, -2.9616646766662598, 0.25488728284835815, -0.12207780033349991, -1.6458333730697632]",Success,26,"[-3.4585769176483154, 1.2126336097717285, -2.96209716796875, 0.2009224146604538, -0.1004265621304512, -1.6675623655319214]",486954980.154361,current,"[0.39830851554870605, -0.19882643222808838, -0.2575500011444092]","[0.04516454041004181, -0.029614649713039398, -0.024814248085021973]",0.5143088826771803,0.05722397894552813
2026-03-11T14:47:54,data/playroom/images/DSC05666.jpg,"[-0.12044360488653183, -0.014659471809864044, -0.2508082687854767, 0.058898575603961945, 0.98410564661026, 0.8389727473258972]","[-0.11472748965024948, -0.015209246426820755, -0.24732188880443573, 0.061644814908504486, 1.0389699935913086, 0.866475522518158]",Success,37,"[-0.14530475437641144, -0.08133742958307266, -0.09856244921684265, 0.056565381586551666, 1.027126669883728, 0.845643162727356]",364338731.74660313,current,"[0.024861149489879608, 0.06667795777320862, -0.15224581956863403]","[0.0023331940174102783, -0.04302102327346802, -0.00667041540145874]",0.16805599180894742,0.04389791897979676
2026-03-11T14:47:56,data/playroom/images/DSC05682.jpg,"[0.517747163772583, -0.678936779499054, -0.4027266502380371, 0.2838176190853119, 0.006674499716609716, 0.0008724380750209093]","[0.5510432720184326, -0.6247723698616028, -0.43755513429641724, 0.2737375795841217, 0.006968626752495766, 0.000827044015750289]",Success,5,"[0.4631630480289459, -0.5821849703788757, -0.39975109696388245, 0.29167336225509644, 0.017276303842663765, 0.01065867394208908]",631869280.6531332,current,"[0.054584115743637085, -0.09675180912017822, -0.002975553274154663]","[-0.007855743169784546, -0.010601804126054049, -0.009786235867068172]",0.11112691922675398,0.016371870332548163
2026-03-11T14:48:33,data/playroom/images/DSC05785.jpg,"[-0.23782213032245636, -2.3860039710998535, -0.4909844994544983, 1.1116942167282104, -1.1647329330444336, -1.6671702861785889]","[-0.24214516580104828, -2.5942492485046387, -0.4536559581756592, 1.1661432981491089, -1.146128535270691, -1.5019845962524414]",Failed,200,"[-0.46534115076065063, -1.447110652923584, 1.3800519704818726, 2.104367256164551, -1.2964838743209839, -2.427699089050293]",449909681.0378996,current,"[0.22751902043819427, -0.9388933181762695, -1.8710364699363708]","[-0.9926730394363403, 0.1317509412765503, 0.7605288028717041]",2.1057215009134413,0.3866499975239293
2026-03-11T14:48:35,data/playroom/images/DSC05669.jpg,"[-0.4143385887145996, 0.020643463358283043, -0.44933846592903137, 0.2507496178150177, -1.129591941833496, -1.0274738073349]","[-0.4544082581996918, 0.01974930614233017, -0.45751702785491943, 0.23097214102745056, -1.1034746170043945, -1.0335769653320312]",Success,8,"[-0.40400147438049316, 0.03399958461523056, -0.32478564977645874, 0.27519646286964417, -1.1322906017303467, -1.0585154294967651]",366713327.061987,current,"[-0.010337114334106445, -0.013356121256947517, -0.12455281615257263]","[-0.024446845054626465, 0.002698659896850586, 0.031041622161865234]",0.12569266454062955,0.013972553680678903
2026-03-11T14:48:39,data/playroom/images/DSC05669.jpg,"[-0.4143385887145996, 0.020643463358283043, -0.44933846592903137, 0.2507496178150177, -1.129591941833496, -1.0274738073349]","[-0.4166010916233063, 0.02240455150604248, -0.48376399278640747, 0.24563518166542053, -1.1184507608413696, -0.9776203632354736]",Success,23,"[-0.5669738054275513, -0.33412986993789673, -0.46369922161102295, 0.14131441712379456, -1.1445083618164062, -0.9663957953453064]",366094486.96254706,current,"[0.15263521671295166, 0.35477333329617977, 0.014360755681991577]","[0.10943520069122314, 0.014916419982910156, -0.061078011989593506]",0.38648138209084515,0.061626125999075576
2026-03-11T14:49:17,data/playroom/images/DSC05597.jpg,"[-3.0426111221313477, -1.282023310661316, 1.8089417219161987, 1.686113715171814, 1.126607894897461, 1.7716788053512573]","[-3.325880289077759, -1.2317169904708862, 1.7481489181518555, 1.7963954210281372, 1.0396877527236938, 1.6600254774093628]",Failed,200,"[-2.5965416431427, -0.8873013854026794, 0.8514100313186646, 1.576438307762146, 1.0469610691070557, 1.4483604431152344]",836351680.8796601,current,"[-0.44606947898864746, -0.3947219252586365, 0.9575316905975342]","[0.10967540740966797, 0.07964682579040527, 0.32331836223602295]",1.1276747389489843,0.24501503312241305
2026-03-11T14:49:55,data/playroom/images/DSC05705.jpg,"[-2.8198859691619873, 0.6919413208961487, 3.3945159912109375, -1.8589417934417725, 0.4334145784378052, -1.6512477397918701]","[-3.084421157836914, 0.6939414143562317, 3.661212921142578, -1.7505019903182983, 0.42446255683898926, -1.7637348175048828]",Failed,200,"[-1.855305790901184, 1.6435679197311401, 2.4911248683929443, -1.6028213500976562, 0.3999718725681305, -1.8146965503692627]",1176383824.903822,current,"[-0.9645801782608032, -0.9516265988349915, 0.9033911228179932]","[-0.2561204433441162, 0.03344270586967468, 0.16344881057739258]",1.6285341951246375,0.3566356151071791
2026-03-11T14:50:32,data/playroom/images/DSC05597.jpg,"[-3.0426111221313477, -1.282023310661316, 1.8089417219161987, 1.686113715171814, 1.126607894897461, 1.7716788053512573]","[-2.853512763977051, -1.1961612701416016, 1.874233365058899, 1.8098112344741821, 1.1088085174560547, 1.7019636631011963]",Failed,200,"[-2.359583616256714, -0.5116682648658752, 0.9254682660102844, 1.5849324464797974, 1.0818411111831665, 1.4246970415115356]",797174495.530508,current,"[-0.6830275058746338, -0.7703550457954407, 0.8834734559059143]","[0.1011812686920166, 0.044766783714294434, 0.3469817638397217]",1.3566498507920746,0.26434663929663565
2026-03-11T14:50:40,data/playroom/images/DSC05670.jpg,"[1.8750309944152832, -0.9529873132705688, 2.1323764324188232, 1.7871317863464355, 0.6377500295639038, 2.7150185108184814]","[1.7080368995666504, -0.9888735413551331, 2.2618014812469482, 1.755265712738037, 0.6898801922798157, 2.7457189559936523]",Success,37,"[1.9429678916931152, -0.8631638288497925, 2.193737745285034, 1.8011319637298584, 0.6595128178596497, 2.741387128829956]",309229741.8041599,current,"[-0.06793689727783203, -0.08982348442077637, -0.06136131286621094]","[-0.014000177383422852, -0.02176278829574585, -0.02636861801147461]",0.12825323029808325,0.03031260294468009
