run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_error[l2_norm],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m]
2026-02-19T11:01:50,data/apt1/kitchen/data/frame-000049.color.jpg,"[-2.094369888305664, -1.091230034828186, 1.829609990119934, -1.9191869497299194, -0.037153393030166626, 1.3696208000183105]","[-2.068000078201294, -0.6504319906234741, 2.017390012741089, -1.8775737285614014, -0.06265794485807419, 1.572311520576477]",7,"[-2.1084420680999756, -1.0774403810501099, 1.8613981008529663, -1.9451868534088135, -0.09792594611644745, 1.3100436925888062]",0.03776436671614647,"[0.014072179794311523, -0.013789653778076172, -0.03178811073303223]","[0.025999903678894043, 0.06077255308628082, 0.059577107429504395]",0.0373987269764381
