run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_error[l2_norm],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-03-12T13:34:52,data/apt1/living/data/frame-001013.color.jpg,"[-1.8298799991607666, 1.092170000076294, 1.5536600351333618, -2.0735061168670654, -0.054043397307395935, 1.2963429689407349]","[-1.8203529119491577, 1.0333036184310913, 1.4423307180404663, -2.1900789737701416, -0.05088517442345619, 1.349604606628418]",Failed,66,"[-2.5217018127441406, 2.039879083633423, -1.0729641914367676, 1.5486682653427124, -0.4127228856086731, -0.036812443286180496]",1.5310308933258057,"[0.691821813583374, -0.9477090835571289, 2.6266242265701294]","[-3.622174382209778, 0.35867948830127716, 1.3331554122269154]",2.876790704311249,3.0512484149454457
2026-03-12T13:35:47,data/apt1/living/data/frame-000040.color.jpg,"[0.7395989894866943, 0.23180900514125824, 1.3183900117874146, -2.3210930824279785, -0.21769873797893524, -0.7384741902351379]","[0.7426398992538452, 0.2384657859802246, 1.41434907913208, -2.1023693084716797, -0.20269568264484406, -0.7737563252449036]",Failed,100,"[1.5139890909194946, 0.2758606970310211, 1.4265694618225098, -2.76590633392334, 0.1039339080452919, -0.7234843373298645]",0.5908657908439636,"[-0.7743901014328003, -0.04405169188976288, -0.10817945003509521]","[0.44481325149536133, -0.32163264602422714, -0.014989852905273438]",0.7831496499171464,0.546854501503576
2026-03-12T13:36:43,data/apt1/living/data/frame-000577.color.jpg,"[0.3688429892063141, 1.027959942817688, 1.3602399826049805, -2.402567148208618, -0.08017362654209137, -1.374538540840149]","[0.33756840229034424, 1.011782169342041, 1.473489761352539, -2.3911941051483154, -0.07421469688415527, -1.4455865621566772]",Failed,100,"[0.2076702117919922, 1.301548719406128, -0.5819487571716309, 0.14409860968589783, 0.3387525975704193, 2.1442060470581055]",1.1712676286697388,"[0.1611727774143219, -0.27358877658843994, 1.9421887397766113]","[-2.546665757894516, -0.4189262241125107, -3.5187445878982544]",1.9679747416493099,3.006812276484511
2026-03-12T13:37:22,data/apt1/living/data/frame-000553.color.jpg,"[0.6485339999198914, 0.4351469874382019, 1.3815399408340454, -2.2985832691192627, -0.1669861078262329, -1.152864933013916]","[0.6651251316070557, 0.4285305440425873, 1.2812201976776123, -2.4159677028656006, -0.1589800864458084, -1.1385496854782104]",Failed,68,"[2.8070363998413086, -0.016382476314902306, 1.2124744653701782, 0.6441982388496399, 0.7957970499992371, 2.879702091217041]",1.0593290328979492,"[-2.1585023999214172, 0.4515294637531042, 0.1690654754638672]","[-2.9427815079689026, -0.96278315782547, -4.032567024230957]",2.2116949613582584,2.6572983717372183
2026-03-12T13:38:17,data/apt1/living/data/frame-000170.color.jpg,"[0.17484800517559052, 1.9085700511932373, 1.4173799753189087, -2.1460461616516113, -0.10397257655858994, -1.1455037593841553]","[0.1878165900707245, 2.020888090133667, 1.352518916130066, -2.071377754211426, -0.09509266167879105, -1.2251596450805664]",Failed,100,"[1.789292573928833, 2.1451117992401123, 0.44968941807746887, -2.584459066390991, -0.9661951661109924, -1.7613550424575806]",1.2949274778366089,"[-1.6144445687532425, -0.236541748046875, 0.9676905572414398]","[0.4384129047393799, 0.8622225895524025, 0.6158512830734253]",1.8970525239750644,1.2483499995350555
2026-03-12T13:39:20,data/apt1/living/data/frame-000503.color.jpg,"[0.8416739702224731, -0.08271530270576477, 1.2306499481201172, -2.4516050815582275, -0.06474954634904861, -0.5369153022766113]","[0.920491635799408, -0.0778217613697052, 1.2719086408615112, -2.693253993988037, -0.06881549209356308, -0.5071460008621216]",Failed,100,"[2.6915581226348877, -1.3865402936935425, 1.2376370429992676, -2.250073194503784, -0.10504350811243057, 0.46474674344062805]",0.8026979565620422,"[-1.8498841524124146, 1.3038249909877777, -0.006987094879150391]","[-0.20153188705444336, 0.04029396176338196, -1.0016620457172394]",2.2632012292250385,1.037411920805396
2026-03-12T13:40:18,data/apt1/living/data/frame-000160.color.jpg,"[0.22256000339984894, 1.819290041923523, 1.391409993171692, -2.2451257705688477, -0.11112362146377563, -1.3098018169403076]","[0.2033858597278595, 1.743153691291809, 1.4362802505493164, -2.216811418533325, -0.11213060468435287, -1.4278812408447266]",Failed,87,"[0.04300382733345032, 0.7231174111366272, 0.6329964399337769, 0.24724917113780975, -0.4813776910305023, 3.0905961990356445]",0.912579357624054,"[0.17955617606639862, 1.0961726307868958, 0.758413553237915]","[-2.4923749417066574, 0.3702540695667267, -4.400398015975952]",1.3450003622991376,2.3006096688528612
2026-03-12T13:41:16,data/apt1/living/data/frame-000896.color.jpg,"[-1.1328200101852417, 1.566890001296997, 1.4598499536514282, -2.144665002822876, -0.08740220218896866, 0.9030819535255432]","[-1.2459280490875244, 1.444560170173645, 1.5854483842849731, -1.9309431314468384, -0.08339618146419525, 0.8413394689559937]",Failed,100,"[-2.2383344173431396, 2.8854172229766846, -0.41295138001441956, 0.43355366587638855, -0.19711212813854218, 1.301621913909912]",0.8894930481910706,"[1.105514407157898, -1.3185272216796875, 1.8728013336658478]","[-2.5782186686992645, 0.10970992594957352, -0.3985399603843689]",2.543238284967536,2.646333409874679
2026-03-12T13:42:32,data/apt1/living/data/frame-000737.color.jpg,"[-0.37477201223373413, 1.2895900011062622, 1.3465700149536133, -2.440912961959839, 0.03385622799396515, -1.229536771774292]","[-0.3887594938278198, 1.2384191751480103, 1.3815914392471313, -2.65598726272583, 0.032251469790935516, -1.2984263896942139]",Failed,100,"[-0.40292999148368835, 1.3534681797027588, 1.5324549674987793, -2.5705068111419678, 0.008707575500011444, -1.0024124383926392]",1.8906314373016357,"[0.028157979249954224, -0.06387817859649658, -0.18588495254516602]","[0.1295938491821289, 0.025148652493953705, -0.22712433338165283]",0.19856109658985416,0.2649327987542869
2026-03-12T13:43:09,data/apt1/living/data/frame-000167.color.jpg,"[0.18692800402641296, 1.8816200494766235, 1.4130899906158447, -2.163278818130493, -0.0950324535369873, -1.2020058631896973]","[0.16877061128616333, 1.8147608041763306, 1.4153858423233032, -2.1388235092163086, -0.09939315915107727, -1.3016828298568726]",Failed,57,"[0.863387942314148, 1.9898642301559448, 2.651400566101074, -2.950654983520508, -1.2886747121810913, -0.2814800441265106]",0.7965080738067627,"[-0.676459938287735, -0.10824418067932129, -1.2383105754852295]","[0.7873761653900146, 1.193642258644104, -0.9205258190631866]",1.4151777033707618,1.3099491222729218
2026-03-12T13:44:11,data/apt1/living/data/frame-000240.color.jpg,"[-0.602632999420166, 1.4576300382614136, 1.3157399892807007, -2.4556658267974854, -0.052241191267967224, -1.3525645732879639]","[-0.5766887068748474, 1.5528805255889893, 1.1866093873977661, -2.6331777572631836, -0.055619221180677414, -1.2665585279464722]",Failed,100,"[-0.3486299216747284, 1.613317608833313, 1.441066026687622, -2.763638973236084, -0.15275917947292328, -1.3085412979125977]",0.4119940996170044,"[-0.2540030777454376, -0.15568757057189941, -0.1253260374069214]","[0.30797314643859863, 0.10051798820495605, -0.04402327537536621]",0.32320705250173,0.32251647902073416
2026-03-12T13:44:53,data/apt1/living/data/frame-000891.color.jpg,"[-1.1183199882507324, 1.5822399854660034, 1.4753400087356567, -2.1176013946533203, -0.07124627381563187, 0.84590744972229]","[-1.0869083404541016, 1.4461288452148438, 1.5549890995025635, -2.287907123565674, -0.0752798318862915, 0.79429692029953]",Failed,70,"[-0.16305701434612274, 1.5546005964279175, -0.1623149812221527, 2.557232618331909, 1.0808122158050537, -1.8623149394989014]",1.5340710878372192,"[-0.9552629739046097, 0.027639389038085938, 1.6376549899578094]","[-4.6748340129852295, -1.1520584896206856, 2.7082223892211914]",1.8961026215036965,2.1737367371326517
2026-03-12T13:45:50,data/apt1/living/data/frame-000901.color.jpg,"[-1.1381200551986694, 1.5494500398635864, 1.4443299770355225, -2.185762882232666, -0.0977361649274826, 0.954423189163208]","[-1.1122182607650757, 1.518614649772644, 1.4406160116195679, -2.386805772781372, -0.1067352443933487, 1.0443743467330933]",Failed,100,"[-2.595167875289917, 1.3394443988800049, 2.142835855484009, -2.7956736087799072, -0.4511638879776001, 0.5966640114784241]",1.032619595527649,"[1.4570478200912476, 0.21000564098358154, -0.6985058784484863]","[0.6099107265472412, 0.3534277230501175, 0.35775917768478394]",1.6294174362343963,0.8572215155769546
2026-03-12T13:46:46,data/apt1/living/data/frame-000515.color.jpg,"[0.9145370125770569, -0.09268060326576233, 1.2476400136947632, -2.4387857913970947, -0.04224776849150658, -0.6928378343582153]","[0.9854766130447388, -0.09374983608722687, 1.2513058185577393, -2.590331792831421, -0.039844613522291183, -0.7439050674438477]",Failed,100,"[2.3909077644348145, -0.65653395652771, 0.07416421175003052, -1.387383222579956, 0.6680086851119995, 0.8579152226448059]",1.290663480758667,"[-1.4763707518577576, 0.5638533532619476, 1.1734758019447327]","[-1.0514025688171387, -0.7102564536035061, -1.5507530570030212]",1.9684122176707846,1.6260579475774282
2026-03-12T13:47:38,data/apt1/living/data/frame-001038.color.jpg,"[0.9067869782447815, -0.1384039968252182, 1.2358200550079346, -2.3833680152893066, -0.15683986246585846, -0.5631704330444336]","[0.9792857766151428, -0.13143253326416016, 1.310289740562439, -2.2452125549316406, -0.1594785898923874, -0.5190197229385376]",Failed,90,"[0.589572012424469, -0.6875484585762024, 0.9797269105911255, -3.0098929405212402, 0.2433972954750061, -0.07990583777427673]",0.8398510813713074,"[0.3172149658203125, 0.5491444617509842, 0.2560931444168091]","[0.6265249252319336, -0.40023715794086456, -0.48326459527015686]",0.6839361615161527,0.8925031058800401
2026-03-12T13:48:36,data/apt1/living/data/frame-000405.color.jpg,"[-1.627869963645935, 1.6231499910354614, 1.516800045967102, -2.091442108154297, -0.11595956981182098, 1.0398719310760498]","[-1.520958423614502, 1.7230572700500488, 1.5723776817321777, -2.247283935546875, -0.12128341197967529, 1.0031652450561523]",Failed,100,"[-1.515215516090393, 1.6565035581588745, 1.875673770904541, -2.626643419265747, -1.1066492795944214, 1.8603160381317139]",0.7735813856124878,"[-0.11265444755554199, -0.033353567123413086, -0.35887372493743896]","[0.5352013111114502, 0.9906897097826004, -0.8204441070556641]",0.37761598939183305,1.1521136344675655
2026-03-12T13:49:10,data/apt1/living/data/frame-000181.color.jpg,"[0.10509800165891647, 1.9585800170898438, 1.389739990234375, -2.2138617038726807, -0.07951642572879791, -0.9211596846580505]","[0.09539104998111725, 2.0418217182159424, 1.3011484146118164, -2.2152304649353027, -0.0732671245932579, -0.9381940960884094]",Failed,59,"[-0.8259252905845642, 3.869041919708252, -0.6473360657691956, -0.12725962698459625, -0.37452375888824463, -2.7976572513580322]",0.6754983067512512,"[0.9310232922434807, -1.9104619026184082, 2.0370760560035706]","[-2.0866020768880844, 0.2950073331594467, 1.8764975666999817]",2.9438661501500536,2.2053393873849223
2026-03-12T13:50:05,data/apt1/living/data/frame-000867.color.jpg,"[-0.9467419981956482, 1.70524001121521, 1.3949700593948364, -2.229361057281494, -0.06200779974460602, 0.8662284016609192]","[-0.8713142275810242, 1.697971224784851, 1.3039621114730835, -2.0290563106536865, -0.06349826604127884, 0.917958676815033]",Failed,100,"[0.3957090973854065, 1.8130370378494263, 1.4825439453125, -2.3855788707733154, -0.31909650564193726, 2.05800461769104]",1.4918489456176758,"[-1.3424510955810547, -0.10779702663421631, -0.08757388591766357]","[0.1562178134918213, 0.25708870589733124, -1.1917762160301208]",1.3496163634428384,1.1954650786521697
2026-03-12T13:50:53,data/apt1/living/data/frame-000014.color.jpg,"[1.0155400037765503, -0.1123649999499321, 1.2068099975585938, -2.4550490379333496, -0.08234234899282455, -0.45779478549957275]","[1.0802198648452759, -0.12232031673192978, 1.2413878440856934, -2.3997299671173096, -0.08236008882522583, -0.48765379190444946]",Failed,86,"[2.465090036392212, 1.4398417472839355, 0.05783133953809738, -1.173364520072937, -0.25760647654533386, -2.9545111656188965]",1.9567286968231201,"[-1.4495500326156616, -1.5522067472338676, 1.1489786580204964]","[-1.2816845178604126, 0.1752641275525093, 2.4967163801193237]",2.4146828031443364,2.4286786379829275
