run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_error[l2_norm],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-03-05T10:42:45,data/playroom/images/DSC05799.jpg,"[2.6029958724975586, -1.3767342567443848, 0.7655293345451355, 0.3427933156490326, 0.30508312582969666, -1.56023371219635]","[2.0183403491973877, -1.110528588294983, 0.6137669086456299, 0.44464537501335144, 0.309070885181427, -1.760193109512329]",Success,4,"[2.520531415939331, -1.323835849761963, 0.6844616532325745, 0.3168979585170746, 0.31943508982658386, -1.5696622133255005]",0.03113682195544243,"[0.08246445655822754, -0.052898406982421875, 0.08106768131256104]","[0.025895357131958008, -0.014351963996887207, 0.00942850112915039]",0.12716366230223433,0.028555440901741665
2026-03-05T10:42:46,data/playroom/images/DSC05641.jpg,"[-3.0602684020996094, 1.0138071775436401, -3.219647169113159, 0.2460869550704956, -0.1300412118434906, -1.6923766136169434]","[-3.1144251823425293, 1.0838515758514404, -3.037946939468384, 0.23263846337795258, -0.09232155233621597, -2.154925584793091]",Success,5,"[-3.0543298721313477, 1.0205172300338745, -3.219743490219116, 0.2468482404947281, -0.13011258840560913, -1.6925592422485352]",0.029347199946641922,"[-0.005938529968261719, -0.006710052490234375, 9.632110595703125e-05]","[-0.0007612854242324829, 7.137656211853027e-05, 0.00018262863159179688]",0.008961039022406712,0.0007628469053482907
2026-03-05T10:42:46,data/playroom/images/DSC05580.jpg,"[-1.3242316246032715, 1.2945666313171387, -1.8109405040740967, -0.2377726286649704, 0.03570960834622383, -0.008743011392652988]","[-1.1456506252288818, 1.1326686143875122, -2.206918478012085, -0.2015763819217682, 0.0289674811065197, -0.008759255520999432]",Success,4,"[-1.3318309783935547, 1.3062524795532227, -1.8149977922439575, -0.23559287190437317, 0.03702755272388458, -0.008885672315955162]",0.03437581658363342,"[0.007599353790283203, -0.011685848236083984, 0.00405728816986084]","[-0.002179756760597229, -0.0013179443776607513, 0.00014266092330217361]",0.0145179480065184,0.0025556373310500224
2026-03-05T10:42:47,data/playroom/images/DSC05773.jpg,"[3.400487184524536, -2.132932662963867, -0.8014478087425232, 1.0196478366851807, -1.1859970092773438, -1.6486032009124756]","[3.4337716102600098, -1.824537754058838, -0.7657471895217896, 0.8794538974761963, -0.9401158094406128, -1.5358704328536987]",Success,5,"[3.400066375732422, -2.123398780822754, -0.8023868203163147, 1.0190284252166748, -1.185136318206787, -1.6478421688079834]",0.026998722925782204,"[0.0004208087921142578, -0.009533882141113281, 0.0009390115737915039]","[0.0006194114685058594, -0.0008606910705566406, -0.0007610321044921875]",0.00958925082870783,0.000911010451411404
2026-03-05T10:42:48,data/playroom/images/DSC05679.jpg,"[-0.8643508553504944, -0.6048207879066467, 0.600840151309967, -2.2017505168914795, 0.5230090618133545, -1.4383256435394287]","[-0.8602085709571838, -0.5433821678161621, 0.543237566947937, -2.4071450233459473, 0.6739902496337891, -1.1821361780166626]",Success,4,"[-0.8349446058273315, -0.5904104709625244, 0.6182950735092163, -2.2046871185302734, 0.5193525552749634, -1.4344229698181152]",0.027111444622278214,"[-0.029406249523162842, -0.014410316944122314, -0.017454922199249268]","[0.0029366016387939453, 0.0036565065383911133, -0.0039026737213134766]",0.03710874633331633,0.006974028254796172
2026-03-05T10:42:48,data/playroom/images/DSC05773.jpg,"[3.400487184524536, -2.132932662963867, -0.8014478087425232, 1.0196478366851807, -1.1859970092773438, -1.6486032009124756]","[3.4371001720428467, -1.8742485046386719, -0.7093958258628845, 1.1050946712493896, -1.3666975498199463, -1.3613053560256958]",Success,5,"[3.4455554485321045, -2.0787036418914795, -0.7886559367179871, 1.0262620449066162, -1.185214638710022, -1.6469476222991943]",0.030155736953020096,"[-0.04506826400756836, -0.054229021072387695, -0.012791872024536133]","[-0.006614208221435547, -0.0007823705673217773, -0.00165557861328125]",0.07166287139807796,0.008209551944599356
2026-03-05T10:42:49,data/playroom/images/DSC05596.jpg,"[-3.3459632396698, -2.1529672145843506, 1.3838763236999512, 1.9376368522644043, 1.1213475465774536, 1.7747312784194946]","[-3.5856544971466064, -2.2011210918426514, 1.1522213220596313, 1.989005208015442, 1.2766450643539429, 1.5222833156585693]",Success,5,"[-3.3612077236175537, -2.329036235809326, 1.2904640436172485, 1.9158776998519897, 1.1235958337783813, 1.7760460376739502]",0.025702960789203644,"[0.015244483947753906, 0.17606902122497559, 0.09341228008270264]","[0.02175915241241455, -0.0022482872009277344, -0.0013147592544555664]",0.19989634462941916,0.023060910375979415
2026-03-05T10:42:49,data/playroom/images/DSC05654.jpg,"[-1.0761796236038208, -1.2536203861236572, -0.7624285817146301, 3.1121013164520264, -0.05512675642967224, -3.114196538925171]","[-1.0729128122329712, -1.2253886461257935, -0.601245641708374, 2.9227588176727295, -0.05392959713935852, -2.7190144062042236]",Success,5,"[-1.0602058172225952, -1.2382451295852661, -0.7551500201225281, 3.1151039600372314, -0.058108530938625336, -3.1129815578460693]",0.02902139164507389,"[-0.015973806381225586, -0.015375256538391113, -0.007278561592102051]","[-0.003002643585205078, 0.0029817745089530945, -0.0012149810791015625]",0.023335347924902362,0.00444925805570081
2026-03-05T10:42:50,data/playroom/images/DSC05694.jpg,"[-2.1760334968566895, 2.3199479579925537, -1.4232491254806519, -1.7008336782455444, 0.3518521785736084, -1.9618136882781982]","[-2.7292392253875732, 2.6173393726348877, -1.240473985671997, -1.2145767211914062, 0.25937512516975403, -2.301392078399658]",Success,2,"[0.5284785628318787, 1.1013988256454468, -1.1985371112823486, -0.9140779376029968, 0.2559601664543152, -2.215129852294922]",0.0281975194811821,"[-2.704512059688568, 1.218549132347107, -0.22471201419830322]","[-0.7867557406425476, 0.09589201211929321, 0.25331616401672363]",2.9748517539988186,0.8989354285485859
2026-03-05T10:42:51,data/playroom/images/DSC05619.jpg,"[3.599987030029297, -1.5662553310394287, 2.8980751037597656, 1.905575156211853, -0.04213210940361023, 3.091285467147827]","[3.1556179523468018, -1.3254538774490356, 2.542292594909668, 1.7538739442825317, -0.035469237715005875, 3.9000911712646484]",Success,5,"[3.555250644683838, -1.5221577882766724, 2.9270553588867188, 1.909568190574646, -0.04213903844356537, 3.088953971862793]",0.0273516196757555,"[0.044736385345458984, -0.04409754276275635, -0.028980255126953125]","[-0.003993034362792969, 6.92903995513916e-06, 0.0023314952850341797]",0.06917942352111511,0.004538273247812768
