run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_error[l2_norm],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-02-19T14:24:27,data/apt1/kitchen/data/frame-000456.color.jpg,"[-2.1360299587249756, -1.8306900262832642, 1.4484800100326538, -2.3028483390808105, -0.13192197680473328, 1.187393307685852]","[-2.247537851333618, -1.8239723443984985, 1.5267130136489868, -2.3615548610687256, -0.14273980259895325, 1.1136267185211182]",Success,5,"[-2.1494696140289307, -1.8263075351715088, 1.462576985359192, -2.3035173416137695, -0.13616786897182465, 1.1926237344741821]",0.03872609883546829,"[0.013439655303955078, -0.004382491111755371, -0.014096975326538086]","[0.0006690025329589844, 0.00424589216709137, -0.005230426788330078]",0.01996384923782902,0.006700537346717418
2026-02-19T14:24:32,data/apt1/kitchen/data/frame-000034.color.jpg,"[-1.9902399778366089, -0.8286449909210205, 1.906690001487732, -1.9321216344833374, -0.004762379918247461, 1.5130500793457031]","[-2.148085832595825, -0.8167610764503479, 1.8474258184432983, -2.021023750305176, -0.0048106056638062, 1.5926448106765747]",Success,5,"[-2.00600528717041, -0.8248571753501892, 1.8812806606292725, -1.9122151136398315, -0.010458342730998993, 1.5217034816741943]",0.04570503160357475,"[0.01576530933380127, -0.003787815570831299, 0.025409340858459473]","[-0.01990652084350586, 0.005695962812751532, -0.008653402328491211]",0.0301417837569453,0.022499179464359982
2026-02-19T14:24:36,data/apt1/kitchen/data/frame-000386.color.jpg,"[-2.0337400436401367, -0.8571019768714905, 1.9047000408172607, -2.0143887996673584, -0.06438540667295456, 1.6206134557724]","[-2.121957302093506, -0.8781309127807617, 1.7887405157089233, -2.126706838607788, -0.06301256269216537, 1.580035924911499]",Success,6,"[-2.0554797649383545, -0.8743230104446411, 1.8476322889328003, -1.9873205423355103, -0.08075794577598572, 1.607416033744812]",0.049842435866594315,"[0.021739721298217773, 0.017221033573150635, 0.05706775188446045]","[-0.027068257331848145, 0.01637253910303116, 0.01319742202758789]",0.06345004164378543,0.03351248854882078
2026-02-19T14:24:40,data/apt1/kitchen/data/frame-001029.color.jpg,"[-1.6202499866485596, -2.839750051498413, 1.399440050125122, -2.490422010421753, -0.013729366473853588, 2.5539822578430176]","[-1.7594807147979736, -3.0213239192962646, 1.4580872058868408, -2.272087812423706, -0.014100677333772182, 2.7964303493499756]",Success,6,"[-1.5521656274795532, -2.905259132385254, 1.1938767433166504, -2.248167037963867, -0.05562480539083481, 2.4131340980529785]",0.04464949667453766,"[-0.06808435916900635, 0.06550908088684082, 0.20556330680847168]","[-0.24225497245788574, 0.04189543891698122, 0.14084815979003906]",0.22623702780077087,0.2789377164506339
2026-02-19T14:24:44,data/apt1/kitchen/data/frame-000087.color.jpg,"[-2.2322700023651123, -1.680709958076477, 1.6057000160217285, -1.9956949949264526, -0.12942540645599365, 1.1876938343048096]","[-2.134598731994629, -1.779795527458191, 1.7077395915985107, -1.819183111190796, -0.12793433666229248, 1.0948752164840698]",Success,5,"[-2.210447072982788, -1.7179973125457764, 1.6057567596435547, -1.962524652481079, -0.14938658475875854, 1.1724293231964111]",0.04346996545791626,"[-0.02182292938232422, 0.037287354469299316, -5.6743621826171875e-05]","[-0.033170342445373535, 0.019961178302764893, 0.015264511108398438]",0.04320405386053146,0.03988664178046915
2026-02-19T14:24:48,data/apt1/kitchen/data/frame-000902.color.jpg,"[-2.3110899925231934, -2.8321399688720703, 1.437540054321289, -2.3040664196014404, -0.14503951370716095, 2.0942842960357666]","[-2.1029155254364014, -2.8420639038085938, 1.4394835233688354, -2.140943765640259, -0.1543540060520172, 2.2159056663513184]",Success,5,"[-2.2201788425445557, -2.860685348510742, 1.403684139251709, -2.222815990447998, -0.1995040476322174, 2.0320866107940674]",0.03490539267659187,"[-0.0909111499786377, 0.028545379638671875, 0.03385591506958008]","[-0.08125042915344238, 0.05446453392505646, 0.06219768524169922]",0.10112318663072717,0.10816246895576896
2026-02-19T14:24:53,data/apt1/kitchen/data/frame-000235.color.jpg,"[-2.3403398990631104, -2.873189926147461, 1.4500099420547485, -2.1769704818725586, -0.09003530442714691, 2.4061501026153564]","[-2.4955215454101562, -3.139521360397339, 1.3749933242797852, -2.3171629905700684, -0.09683623164892197, 2.573199510574341]",Failed,20,"[-2.0584323406219482, -3.330834150314331, 1.3051429986953735, -2.046441078186035, -0.24041728675365448, 1.6991157531738281]",0.0661110207438469,"[-0.2819075584411621, 0.4576442241668701, 0.144866943359375]","[-0.13052940368652344, 0.15038198232650757, 0.7070343494415283]",0.5566835175374263,0.7123809492507276
2026-02-19T14:24:57,data/apt1/kitchen/data/frame-000118.color.jpg,"[-2.235990047454834, -2.0851099491119385, 1.6076500415802002, -2.048924207687378, -0.16465330123901367, 1.41657292842865]","[-2.0387401580810547, -1.983730435371399, 1.5872933864593506, -2.184730052947998, -0.15555603802204132, 1.3992395401000977]",Success,5,"[-2.1703383922576904, -2.044062614440918, 1.5628306865692139, -2.0041568279266357, -0.15379846096038818, 1.4310929775238037]",0.03924008458852768,"[-0.06565165519714355, -0.04104733467102051, 0.04481935501098633]","[-0.04476737976074219, -0.010854840278625488, -0.014520049095153809]",0.08946394859003381,0.05038700726317527
2026-02-19T14:25:01,data/apt1/kitchen/data/frame-000271.color.jpg,"[-2.146009922027588, -3.1183300018310547, 1.477910041809082, -2.501514196395874, -0.1312641054391861, 2.73061203956604]","[-2.3085696697235107, -3.25520920753479, 1.506864309310913, -2.6175363063812256, -0.1203070878982544, 2.874638080596924]",Success,3,"[-1.9061405658721924, -3.403390645980835, 1.3058359622955322, -2.4252219200134277, -0.6053354144096375, 2.403501510620117]",0.04165326803922653,"[-0.2398693561553955, 0.2850606441497803, 0.1720740795135498]","[-0.07629227638244629, 0.47407130897045135, 0.32711052894592285]",0.4103734490752625,0.5632570651096314
2026-02-19T14:25:05,data/apt1/kitchen/data/frame-000910.color.jpg,"[-2.304379940032959, -2.891160011291504, 1.446470022201538, -2.288550853729248, -0.17001891136169434, 2.1840505599975586]","[-2.3457999229431152, -2.8036599159240723, 1.4004323482513428, -2.2341184616088867, -0.16965246200561523, 2.2984495162963867]",Success,3,"[-2.3331074714660645, -2.831693172454834, 1.4354902505874634, -2.277705669403076, -0.11994927376508713, 2.2282347679138184]",0.041279975324869156,"[0.02872753143310547, -0.05946683883666992, 0.010979771614074707]","[-0.010845184326171875, -0.05006963759660721, -0.044184207916259766]",0.0669487219307716,0.06866481277885926
2026-02-19T14:25:08,data/apt1/kitchen/data/frame-001089.color.jpg,"[-1.074489951133728, -2.669869899749756, 1.3094700574874878, -2.5779666900634766, -0.17622116208076477, -2.6418886184692383]","[-1.06870698928833, -2.5973947048187256, 1.3200349807739258, -2.6298038959503174, -0.17987746000289917, -2.760650873184204]",Success,5,"[-1.064936876296997, -2.621763229370117, 1.307234287261963, -2.560800790786743, -0.1924038678407669, -2.6558072566986084]",0.04116181656718254,"[-0.009553074836730957, -0.04810667037963867, 0.0022357702255249023]","[-0.0171658992767334, 0.016182705760002136, 0.013918638229370117]",0.04909696164074444,0.02574265091084074
2026-02-19T14:25:13,data/apt1/kitchen/data/frame-001075.color.jpg,"[-1.2093199491500854, -2.7624599933624268, 1.423509955406189, -2.3931469917297363, -0.10267268866300583, -2.8653736114501953]","[-1.187320351600647, -2.489701747894287, 1.5106977224349976, -2.5722451210021973, -0.09341436624526978, -3.0891201496124268]",Success,6,"[-1.2139045000076294, -2.6395885944366455, 1.4310115575790405, -2.3521859645843506, -0.11292871832847595, -2.850529432296753]",0.03257071599364281,"[0.004584550857543945, -0.12287139892578125, -0.0075016021728515625]","[-0.04096102714538574, 0.010256029665470123, -0.014844179153442383]",0.1231855219402979,0.046196688206290054
2026-02-19T14:25:18,data/apt1/kitchen/data/frame-001079.color.jpg,"[-1.1825799942016602, -2.7451300621032715, 1.3834400177001953, -2.467015504837036, -0.12086920440196991, -2.8073270320892334]","[-1.185958981513977, -2.850861072540283, 1.5000929832458496, -2.667112112045288, -0.1288134604692459, -2.6865644454956055]",Failed,20,"[-1.18605637550354, -2.815479040145874, 1.4500519037246704, -2.5196614265441895, -0.09946848452091217, -2.803175449371338]",0.05849183723330498,"[0.003476381301879883, 0.07034897804260254, -0.0666118860244751]","[0.05264592170715332, -0.02140071988105774, -0.004151582717895508]",0.09694435155455058,0.056556588674901306
2026-02-19T14:25:22,data/apt1/kitchen/data/frame-000587.color.jpg,"[-2.1346399784088135, -3.034140110015869, 1.418030023574829, -2.334371328353882, -0.05641650781035423, 2.566943883895874]","[-1.9445836544036865, -2.8084468841552734, 1.446491003036499, -2.4768545627593994, -0.059778373688459396, 2.6604013442993164]",Success,5,"[-1.775917649269104, -3.068895101547241, 1.3691836595535278, -2.139214038848877, -0.3985031545162201, 2.245549440383911]",0.04086976498365402,"[-0.3587223291397095, 0.03475499153137207, 0.04884636402130127]","[-0.19515728950500488, 0.34208664670586586, 0.3213944435119629]",0.3636971076842175,0.4777926368678339
