run_datetime[iso8601],desired_image_path[path],"desired_pose[x,y,z(m),rx,ry,rz(rad)]","initial_pose[x,y,z(m),rx,ry,rz(rad)]",convergence_status[Success|Failed],iterations_before_converging[count],"final_pose[x,y,z(m),rx,ry,rz(rad)]",final_error[l2_norm],"pose_diff_position[dx,dy,dz(m)]","pose_diff_rotation[drx,dry,drz(rad)]",position_euclidean_distance[m],geodesic_rotation_distance[rad]
2026-03-05T10:40:25,data/playroom/images/DSC05779.jpg,"[2.410350799560547, 0.17248861491680145, -2.5045223236083984, 0.44590920209884644, 0.22615255415439606, -1.681137204170227]","[1.7131125926971436, 0.164927139878273, -2.123462677001953, 0.4350132942199707, 0.16222462058067322, -2.1797068119049072]",Success,3,"[2.4120562076568604, 0.16452109813690186, -2.5030975341796875, 0.44640427827835083, 0.22538337111473083, -1.6809580326080322]",0.02931990846991539,"[-0.0017054080963134766, 0.007967516779899597, -0.0014247894287109375]","[-0.0004950761795043945, 0.0007691830396652222, -0.00017917156219482422]",0.008271624104679784,0.0009105668266351567
2026-03-05T10:40:26,data/playroom/images/DSC05778.jpg,"[4.0861616134643555, 0.2684381902217865, -2.3777027130126953, 0.22924171388149261, 0.19102513790130615, -1.6063308715820312]","[3.2818593978881836, 0.28826823830604553, -2.267169952392578, 0.2125982940196991, 0.24310103058815002, -1.4594370126724243]",Success,2,"[4.078957557678223, 0.2745756208896637, -2.378432512283325, 0.2282455861568451, 0.19161036610603333, -1.6061731576919556]",0.027295852079987526,"[0.0072040557861328125, -0.006137430667877197, 0.0007297992706298828]","[0.000996127724647522, -0.0005852282047271729, -0.0001577138900756836]",0.009492053621220494,0.0011913787584098845
2026-03-05T10:40:27,data/playroom/images/DSC05672.jpg,"[1.8454533815383911, 0.4316459596157074, 2.5758352279663086, -1.998478651046753, 0.7531569600105286, -1.1168708801269531]","[2.387871026992798, 0.3558659255504608, 2.4627668857574463, -2.5141499042510986, 0.8688974380493164, -1.3952138423919678]",Success,5,"[1.8571901321411133, 0.427347868680954, 2.578930616378784, -2.000563144683838, 0.7530242204666138, -1.1149139404296875]",0.03497401252388954,"[-0.011736750602722168, 0.004298090934753418, -0.003095388412475586]","[0.002084493637084961, 0.00013273954391479492, -0.001956939697265625]",0.012876580672600814,0.0037110495264846654
2026-03-05T10:40:28,data/playroom/images/DSC05605.jpg,"[-3.0528104305267334, -0.8289990425109863, 2.8659439086914062, 2.5021274089813232, -0.10814700275659561, 3.129347085952759]","[-2.324834108352661, -0.8251006603240967, 2.3986260890960693, 3.1808903217315674, -0.12291555106639862, 2.886219024658203]",Success,5,"[-3.0212974548339844, -0.8497270345687866, 2.8685946464538574, 2.5001354217529297, -0.11163145303726196, 3.132450819015503]",0.034206852316856384,"[-0.03151297569274902, 0.020727992057800293, -0.002650737762451172]","[0.0019919872283935547, 0.0034844502806663513, -0.0031037330627441406]",0.037811951846543276,0.004938266877286569
2026-03-05T10:40:29,data/playroom/images/DSC05612.jpg,"[1.7381905317306519, -1.2985646724700928, 1.6286336183547974, 2.7091116905212402, -0.10308341681957245, 3.108478546142578]","[1.808286428451538, -1.40658700466156, 1.1673213243484497, 3.1926331520080566, -0.09294069558382034, 2.8820533752441406]",Success,4,"[1.7339133024215698, -1.3113656044006348, 1.624145746231079, 2.7072129249572754, -0.10260374844074249, 3.108269214630127]",0.03298395499587059,"[0.004277229309082031, 0.012800931930541992, 0.004487872123718262]","[0.0018987655639648438, -0.00047966837882995605, 0.00020933151245117188]",0.014223204457916203,0.001990181589355183
2026-03-05T10:40:29,data/playroom/images/DSC05635.jpg,"[3.143845796585083, 1.3655242919921875, -3.198150157928467, 0.3960476815700531, -0.7215537428855896, -0.36998090147972107]","[3.694493055343628, 0.994364321231842, -2.9851460456848145, 0.3107907474040985, -0.6532037854194641, -0.4116440415382385]",Success,2,"[3.149419069290161, 1.3365931510925293, -3.2080183029174805, 0.3925371766090393, -0.7225276231765747, -0.3691449761390686]",0.027275366708636284,"[-0.005573272705078125, 0.028931140899658203, 0.009868144989013672]","[0.003510504961013794, 0.0009738802909851074, -0.0008359253406524658]",0.031071732618655822,0.003176776070491614
2026-03-05T10:40:30,data/playroom/images/DSC05683.jpg,"[0.4697941243648529, 1.6034678220748901, 1.2382357120513916, 0.5322061777114868, 0.04015221819281578, 0.021527834236621857]","[0.4366106688976288, 1.15934419631958, 1.3650150299072266, 0.6788404583930969, 0.04691160470247269, 0.020056895911693573]",Success,3,"[0.4688425362110138, 1.5996004343032837, 1.238497018814087, 0.5312638282775879, 0.04051204025745392, 0.021245162934064865]",0.03427164629101753,"[0.0009515881538391113, 0.0038673877716064453, -0.0002613067626953125]","[0.0009423494338989258, -0.0003598220646381378, 0.0002826713025569916]",0.003991301719330211,0.0010372638499334113
2026-03-05T10:40:32,data/playroom/images/DSC05804.jpg,"[-1.9976105690002441, -0.6418123245239258, -0.060822758823633194, 2.119558572769165, 0.5983859896659851, -1.8914985656738281]","[-2.4393510818481445, -0.6602402925491333, -0.06937307864427567, 2.124143123626709, 0.45616212487220764, -1.7995885610580444]",Failed,20,"[-1.9982848167419434, -0.6429349780082703, -0.06045942381024361, 2.119612216949463, 0.59870845079422, -1.8916603326797485]",0.03547540307044983,"[0.0006742477416992188, 0.0011226534843444824, -0.0003633350133895874]","[-5.364418029785156e-05, -0.0003224611282348633, 0.00016176700592041016]",0.0013590339197577502,0.0003778973346304945
2026-03-05T10:40:33,data/playroom/images/DSC05727.jpg,"[2.895765781402588, 0.731141984462738, 3.326357126235962, 1.7797282934188843, 0.4671371579170227, -1.5738306045532227]","[3.544398307800293, 0.5772374272346497, 3.0072455406188965, 1.388749361038208, 0.3889162838459015, -1.5831396579742432]",Success,4,"[2.8909194469451904, 0.7404184937477112, 3.3251359462738037, 1.7800750732421875, 0.4678727388381958, -1.5725382566452026]",0.03087894804775715,"[0.004846334457397461, -0.009276509284973145, 0.0012211799621582031]","[-0.00034677982330322266, -0.0007355809211730957, -0.0012923479080200195]",0.010537165780565835,0.0013883668413517238
2026-03-05T10:40:34,data/playroom/images/DSC05619.jpg,"[3.599987030029297, -1.5662553310394287, 2.8980751037597656, 1.905575156211853, -0.04213210940361023, 3.091285467147827]","[3.5750787258148193, -1.7100591659545898, 3.6526095867156982, 1.9442607164382935, -0.047879789024591446, 4.009766578674316]",Success,6,"[3.591914415359497, -1.5641151666641235, 2.904433488845825, 1.9066996574401855, -0.04272054508328438, 3.0893521308898926]",0.030837949365377426,"[0.008072614669799805, -0.0021401643753051758, -0.00635838508605957]","[-0.0011245012283325195, 0.0005884356796741486, 0.0019333362579345703]",0.010496498085695876,0.002272472324301521
